,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,Alone
445,1,1,male,4.0,0,2,81.8583,S,Master,n
446,1,2,female,13.0,0,1,19.5,S,Miss,n
447,1,1,male,34.0,0,0,26.55,S,Mr,y
448,1,3,female,5.0,2,1,19.2583,C,Miss,n
449,1,1,male,52.0,0,0,30.5,S,Major,y
450,0,2,male,36.0,1,2,27.75,S,Mr,n
451,0,3,male,32.25215146299484,1,0,19.9667,S,Mr,n
452,0,1,male,30.0,0,0,27.75,C,Mr,y
453,1,1,male,49.0,1,0,89.1042,C,Mr,n
454,0,3,male,32.25215146299484,0,0,8.05,S,Mr,y
455,1,3,male,29.0,0,0,7.8958,C,Mr,y
456,0,1,male,65.0,0,0,26.55,S,Mr,y
457,1,1,female,36.99411764705882,1,0,51.8625,S,Mrs,n
458,1,2,female,50.0,0,0,10.5,S,Miss,y
459,0,3,male,32.25215146299484,0,0,7.75,Q,Mr,y
460,1,1,male,48.0,0,0,26.55,S,Mr,y
461,0,3,male,34.0,0,0,8.05,S,Mr,y
462,0,1,male,47.0,0,0,38.5,S,Mr,y
463,0,2,male,48.0,0,0,13.0,S,Mr,y
464,0,3,male,32.25215146299484,0,0,8.05,S,Mr,y
465,0,3,male,38.0,0,0,7.05,S,Mr,y
466,0,2,male,32.25215146299484,0,0,0.0,S,Mr,y
467,0,1,male,56.0,0,0,26.55,S,Mr,y
468,0,3,male,32.25215146299484,0,0,7.725,Q,Mr,y
469,1,3,female,0.75,2,1,19.2583,C,Miss,n
470,0,3,male,32.25215146299484,0,0,7.25,S,Mr,y
471,0,3,male,38.0,0,0,8.6625,S,Mr,y
472,1,2,female,33.0,1,2,27.75,S,Mrs,n
473,1,2,female,23.0,0,0,13.7917,C,Mrs,y
474,0,3,female,22.0,0,0,9.8375,S,Miss,y
475,0,1,male,32.25215146299484,0,0,52.0,S,Mr,y
476,0,2,male,34.0,1,0,21.0,S,Mr,n
477,0,3,male,29.0,1,0,7.0458,S,Mr,n
478,0,3,male,22.0,0,0,7.5208,S,Mr,y
479,1,3,female,2.0,0,1,12.2875,S,Miss,n
480,0,3,male,9.0,5,2,46.9,S,Master,n
481,0,2,male,32.25215146299484,0,0,0.0,S,Mr,y
482,0,3,male,50.0,0,0,8.05,S,Mr,y
483,1,3,female,63.0,0,0,9.5875,S,Mrs,y
484,1,1,male,25.0,1,0,91.0792,C,Mr,n
485,0,3,female,21.774238095238097,3,1,25.4667,S,Miss,n
486,1,1,female,35.0,1,0,90.0,S,Mrs,n
487,0,1,male,58.0,0,0,29.7,C,Mr,y
488,0,3,male,30.0,0,0,8.05,S,Mr,y
489,1,3,male,9.0,1,1,15.9,S,Master,n
490,0,3,male,32.25215146299484,1,0,19.9667,S,Mr,n
491,0,3,male,21.0,0,0,7.25,S,Mr,y
492,0,1,male,55.0,0,0,30.5,S,Mr,y
493,0,1,male,71.0,0,0,49.5042,C,Mr,y
494,0,3,male,21.0,0,0,8.05,S,Mr,y
495,0,3,male,32.25215146299484,0,0,14.4583,C,Mr,y
496,1,1,female,54.0,1,0,78.2667,C,Miss,n
497,0,3,male,32.25215146299484,0,0,15.1,S,Mr,y
498,0,1,female,25.0,1,2,151.55,S,Mrs,n
499,0,3,male,24.0,0,0,7.7958,S,Mr,y
500,0,3,male,17.0,0,0,8.6625,S,Mr,y
501,0,3,female,21.0,0,0,7.75,Q,Miss,y
502,0,3,female,21.774238095238097,0,0,7.6292,Q,Miss,y
503,0,3,female,37.0,0,0,9.5875,S,Miss,y
504,1,1,female,16.0,0,0,86.5,S,Miss,y
505,0,1,male,18.0,1,0,108.9,C,Mr,n
506,1,2,female,33.0,0,2,26.0,S,Mrs,n
507,1,1,male,32.25215146299484,0,0,26.55,S,Mr,y
508,0,3,male,28.0,0,0,22.525,S,Mr,y
509,1,3,male,26.0,0,0,56.4958,S,Mr,y
510,1,3,male,29.0,0,0,7.75,Q,Mr,y
511,0,3,male,32.25215146299484,0,0,8.05,S,Mr,y
512,1,1,male,36.0,0,0,26.2875,S,Mr,y
513,1,1,female,54.0,1,0,59.4,C,Mrs,n
514,0,3,male,24.0,0,0,7.4958,S,Mr,y
515,0,1,male,47.0,0,0,34.0208,S,Mr,y
516,1,2,female,34.0,0,0,10.5,S,Mrs,y
517,0,3,male,32.25215146299484,0,0,24.15,Q,Mr,y
518,1,2,female,36.0,1,0,26.0,S,Mrs,n
519,0,3,male,32.0,0,0,7.8958,S,Mr,y
520,1,1,female,30.0,0,0,93.5,S,Miss,y
521,0,3,male,22.0,0,0,7.8958,S,Mr,y
522,0,3,male,32.25215146299484,0,0,7.225,C,Mr,y
523,1,1,female,44.0,0,1,57.9792,C,Mrs,n
524,0,3,male,32.25215146299484,0,0,7.2292,C,Mr,y
525,0,3,male,40.5,0,0,7.75,Q,Mr,y
526,1,2,female,50.0,0,0,10.5,S,Miss,y
527,0,1,male,32.25215146299484,0,0,221.7792,S,Mr,y
528,0,3,male,39.0,0,0,7.925,S,Mr,y
529,0,2,male,23.0,2,1,11.5,S,Mr,n
530,1,2,female,2.0,1,1,26.0,S,Miss,n
531,0,3,male,32.25215146299484,0,0,7.2292,C,Mr,y
532,0,3,male,17.0,1,1,7.2292,C,Mr,n
533,1,3,female,36.99411764705882,0,2,22.3583,C,Mrs,n
534,0,3,female,30.0,0,0,8.6625,S,Miss,y
535,1,2,female,7.0,0,2,26.25,S,Miss,n
536,0,1,male,45.0,0,0,26.55,S,Major,y
537,1,1,female,30.0,0,0,106.425,C,Miss,y
538,0,3,male,32.25215146299484,0,0,14.5,S,Mr,y
539,1,1,female,22.0,0,2,49.5,C,Miss,n
540,1,1,female,36.0,0,2,71.0,S,Miss,n
541,0,3,female,9.0,4,2,31.275,S,Miss,n
542,0,3,female,11.0,4,2,31.275,S,Miss,n
543,1,2,male,32.0,1,0,26.0,S,Mr,n
544,0,1,male,50.0,1,0,106.425,C,Mr,n
545,0,1,male,64.0,0,0,26.0,S,Mr,y
546,1,2,female,19.0,1,0,26.0,S,Mrs,n
547,1,2,male,32.25215146299484,0,0,13.8625,C,Mr,y
548,0,3,male,33.0,1,1,20.525,S,Mr,n
549,1,2,male,8.0,1,1,36.75,S,Master,n
550,1,1,male,17.0,0,2,110.8833,C,Mr,n
551,0,2,male,27.0,0,0,26.0,S,Mr,y
552,0,3,male,32.25215146299484,0,0,7.8292,Q,Mr,y
553,1,3,male,22.0,0,0,7.225,C,Mr,y
554,1,3,female,22.0,0,0,7.775,S,Miss,y
555,0,1,male,62.0,0,0,26.55,S,Mr,y
556,1,1,female,48.0,1,0,39.6,C,Lady,n
557,0,1,male,32.25215146299484,0,0,227.525,C,Mr,y
558,1,1,female,39.0,1,1,79.65,S,Mrs,n
559,1,3,female,36.0,1,0,17.4,S,Mrs,n
560,0,3,male,32.25215146299484,0,0,7.75,Q,Mr,y
561,0,3,male,40.0,0,0,7.8958,S,Mr,y
562,0,2,male,28.0,0,0,13.5,S,Mr,y
563,0,3,male,32.25215146299484,0,0,8.05,S,Mr,y
564,0,3,female,21.774238095238097,0,0,8.05,S,Miss,y
565,0,3,male,24.0,2,0,24.15,S,Mr,n
566,0,3,male,19.0,0,0,7.8958,S,Mr,y
567,0,3,female,29.0,0,4,21.075,S,Mrs,n
568,0,3,male,32.25215146299484,0,0,7.2292,C,Mr,y
569,1,3,male,32.0,0,0,7.8542,S,Mr,y
570,1,2,male,62.0,0,0,10.5,S,Mr,y
571,1,1,female,53.0,2,0,51.4792,S,Mrs,n
572,1,1,male,36.0,0,0,26.3875,S,Mr,y
573,1,3,female,21.774238095238097,0,0,7.75,Q,Miss,y
574,0,3,male,16.0,0,0,8.05,S,Mr,y
575,0,3,male,19.0,0,0,14.5,S,Mr,y
576,1,2,female,34.0,0,0,13.0,S,Miss,y
577,1,1,female,39.0,1,0,55.9,S,Mrs,n
578,0,3,female,36.99411764705882,1,0,14.4583,C,Mrs,n
579,1,3,male,32.0,0,0,7.925,S,Mr,y
580,1,2,female,25.0,1,1,30.0,S,Miss,n
581,1,1,female,39.0,1,1,110.8833,C,Mrs,n
582,0,2,male,54.0,0,0,26.0,S,Mr,y
583,0,1,male,36.0,0,0,40.125,C,Mr,y
584,0,3,male,32.25215146299484,0,0,8.7125,C,Mr,y
585,1,1,female,18.0,0,2,79.65,S,Miss,n
586,0,2,male,47.0,0,0,15.0,S,Mr,y
587,1,1,male,60.0,1,1,79.2,C,Mr,n
588,0,3,male,22.0,0,0,8.05,S,Mr,y
589,0,3,male,32.25215146299484,0,0,8.05,S,Mr,y
590,0,3,male,35.0,0,0,7.125,S,Mr,y
591,1,1,female,52.0,1,0,78.2667,C,Mrs,n
592,0,3,male,47.0,0,0,7.25,S,Mr,y
593,0,3,female,21.774238095238097,0,2,7.75,Q,Miss,n
594,0,2,male,37.0,1,0,26.0,S,Mr,n
595,0,3,male,36.0,1,1,24.15,S,Mr,n
596,1,2,female,21.774238095238097,0,0,33.0,S,Miss,y
597,0,3,male,49.0,0,0,0.0,S,Mr,y
598,0,3,male,32.25215146299484,0,0,7.225,C,Mr,y
599,1,1,male,49.0,1,0,56.9292,C,Sir,n
600,1,2,female,24.0,2,1,27.0,S,Mrs,n
601,0,3,male,32.25215146299484,0,0,7.8958,S,Mr,y
602,0,1,male,32.25215146299484,0,0,42.4,S,Mr,y
603,0,3,male,44.0,0,0,8.05,S,Mr,y
604,1,1,male,35.0,0,0,26.55,C,Mr,y
605,0,3,male,36.0,1,0,15.55,S,Mr,n
606,0,3,male,30.0,0,0,7.8958,S,Mr,y
607,1,1,male,27.0,0,0,30.5,S,Mr,y
608,1,2,female,22.0,1,2,41.5792,C,Mrs,n
609,1,1,female,40.0,0,0,153.4625,S,Miss,y
610,0,3,female,39.0,1,5,31.275,S,Mrs,n
611,0,3,male,32.25215146299484,0,0,7.05,S,Mr,y
612,1,3,female,21.774238095238097,1,0,15.5,Q,Miss,n
613,0,3,male,32.25215146299484,0,0,7.75,Q,Mr,y
614,0,3,male,35.0,0,0,8.05,S,Mr,y
615,1,2,female,24.0,1,2,65.0,S,Miss,n
616,0,3,male,34.0,1,1,14.4,S,Mr,n
617,0,3,female,26.0,1,0,16.1,S,Mrs,n
618,1,2,female,4.0,2,1,39.0,S,Miss,n
619,0,2,male,26.0,0,0,10.5,S,Mr,y
620,0,3,male,27.0,1,0,14.4542,C,Mr,n
621,1,1,male,42.0,1,0,52.5542,S,Mr,n
622,1,3,male,20.0,1,1,15.7417,C,Mr,n
623,0,3,male,21.0,0,0,7.8542,S,Mr,y
624,0,3,male,21.0,0,0,16.1,S,Mr,y
625,0,1,male,61.0,0,0,32.3208,S,Mr,y
626,0,2,male,57.0,0,0,12.35,Q,Rev,y
627,1,1,female,21.0,0,0,77.9583,S,Miss,y
628,0,3,male,26.0,0,0,7.8958,S,Mr,y
629,0,3,male,32.25215146299484,0,0,7.7333,Q,Mr,y
630,1,1,male,80.0,0,0,30.0,S,Mr,y
631,0,3,male,51.0,0,0,7.0542,S,Mr,y
632,1,1,male,32.0,0,0,30.5,C,Dr,y
633,0,1,male,32.25215146299484,0,0,0.0,S,Mr,y
634,0,3,female,9.0,3,2,27.9,S,Miss,n
635,1,2,female,28.0,0,0,13.0,S,Miss,y
636,0,3,male,32.0,0,0,7.925,S,Mr,y
637,0,2,male,31.0,1,1,26.25,S,Mr,n
638,0,3,female,41.0,0,5,39.6875,S,Mrs,n
639,0,3,male,32.25215146299484,1,0,16.1,S,Mr,n
640,0,3,male,20.0,0,0,7.8542,S,Mr,y
641,1,1,female,24.0,0,0,69.3,C,Mlle,y
642,0,3,female,2.0,3,2,27.9,S,Miss,n
643,1,3,male,32.25215146299484,0,0,56.4958,S,Mr,y
644,1,3,female,0.75,2,1,19.2583,C,Miss,n
645,1,1,male,48.0,1,0,76.7292,C,Mr,n
646,0,3,male,19.0,0,0,7.8958,S,Mr,y
647,1,1,male,56.0,0,0,35.5,C,Col,y
648,0,3,male,32.25215146299484,0,0,7.55,S,Mr,y
649,1,3,female,23.0,0,0,7.55,S,Miss,y
650,0,3,male,32.25215146299484,0,0,7.8958,S,Mr,y
651,1,2,female,18.0,0,1,23.0,S,Miss,n
652,0,3,male,21.0,0,0,8.4333,S,Mr,y
653,1,3,female,21.774238095238097,0,0,7.8292,Q,Miss,y
654,0,3,female,18.0,0,0,6.75,Q,Miss,y
655,0,2,male,24.0,2,0,73.5,S,Mr,n
656,0,3,male,32.25215146299484,0,0,7.8958,S,Mr,y
657,0,3,female,32.0,1,1,15.5,Q,Mrs,n
658,0,2,male,23.0,0,0,13.0,S,Mr,y
659,0,1,male,58.0,0,2,113.275,C,Mr,n
660,1,1,male,50.0,2,0,133.65,S,Dr,n
661,0,3,male,40.0,0,0,7.225,C,Mr,y
662,0,1,male,47.0,0,0,25.5875,S,Mr,y
663,0,3,male,36.0,0,0,7.4958,S,Mr,y
664,1,3,male,20.0,1,0,7.925,S,Mr,n
665,0,2,male,32.0,2,0,73.5,S,Mr,n
666,0,2,male,25.0,0,0,13.0,S,Mr,y
667,0,3,male,32.25215146299484,0,0,7.775,S,Mr,y
668,0,3,male,43.0,0,0,8.05,S,Mr,y
669,1,1,female,36.99411764705882,1,0,52.0,S,Mrs,n
670,1,2,female,40.0,1,1,39.0,S,Mrs,n
671,0,1,male,31.0,1,0,52.0,S,Mr,n
672,0,2,male,70.0,0,0,10.5,S,Mr,y
673,1,2,male,31.0,0,0,13.0,S,Mr,y
674,0,2,male,32.25215146299484,0,0,0.0,S,Mr,y
675,0,3,male,18.0,0,0,7.775,S,Mr,y
676,0,3,male,24.5,0,0,8.05,S,Mr,y
677,1,3,female,18.0,0,0,9.8417,S,Miss,y
678,0,3,female,43.0,1,6,46.9,S,Mrs,n
679,1,1,male,36.0,0,1,512.3292,C,Mr,n
680,0,3,female,21.774238095238097,0,0,8.1375,Q,Miss,y
681,1,1,male,27.0,0,0,76.7292,C,Mr,y
682,0,3,male,20.0,0,0,9.225,S,Mr,y
683,0,3,male,14.0,5,2,46.9,S,Mr,n
684,0,2,male,60.0,1,1,39.0,S,Mr,n
685,0,2,male,25.0,1,2,41.5792,C,Mr,n
686,0,3,male,14.0,4,1,39.6875,S,Mr,n
687,0,3,male,19.0,0,0,10.1708,S,Mr,y
688,0,3,male,18.0,0,0,7.7958,S,Mr,y
689,1,1,female,15.0,0,1,211.3375,S,Miss,n
690,1,1,male,31.0,1,0,57.0,S,Mr,n
691,1,3,female,4.0,0,1,13.4167,C,Miss,n
692,1,3,male,32.25215146299484,0,0,56.4958,S,Mr,y
693,0,3,male,25.0,0,0,7.225,C,Mr,y
694,0,1,male,60.0,0,0,26.55,S,Col,y
695,0,2,male,52.0,0,0,13.5,S,Mr,y
696,0,3,male,44.0,0,0,8.05,S,Mr,y
697,1,3,female,21.774238095238097,0,0,7.7333,Q,Miss,y
698,0,1,male,49.0,1,1,110.8833,C,Mr,n
699,0,3,male,42.0,0,0,7.65,S,Mr,y
700,1,1,female,18.0,1,0,227.525,C,Mrs,n
701,1,1,male,35.0,0,0,26.2875,S,Mr,y
702,0,3,female,18.0,0,1,14.4542,C,Miss,n
703,0,3,male,25.0,0,0,7.7417,Q,Mr,y
704,0,3,male,26.0,1,0,7.8542,S,Mr,n
705,0,2,male,39.0,0,0,26.0,S,Mr,y
706,1,2,female,45.0,0,0,13.5,S,Mrs,y
707,1,1,male,42.0,0,0,26.2875,S,Mr,y
708,1,1,female,22.0,0,0,151.55,S,Miss,y
709,1,3,male,5.482641509433963,1,1,15.2458,C,Master,n
710,1,1,female,24.0,0,0,49.5042,C,Mlle,y
711,0,1,male,32.25215146299484,0,0,26.55,S,Mr,y
712,1,1,male,48.0,1,0,52.0,S,Mr,n
713,0,3,male,29.0,0,0,9.4833,S,Mr,y
714,0,2,male,52.0,0,0,13.0,S,Mr,y
715,0,3,male,19.0,0,0,7.65,S,Mr,y
716,1,1,female,38.0,0,0,227.525,C,Miss,y
717,1,2,female,27.0,0,0,10.5,S,Miss,y
718,0,3,male,32.25215146299484,0,0,15.5,Q,Mr,y
719,0,3,male,33.0,0,0,7.775,S,Mr,y
720,1,2,female,6.0,0,1,33.0,S,Miss,n
721,0,3,male,17.0,1,0,7.0542,S,Mr,n
722,0,2,male,34.0,0,0,13.0,S,Mr,y
723,0,2,male,50.0,0,0,13.0,S,Mr,y
724,1,1,male,27.0,1,0,53.1,S,Mr,n
725,0,3,male,20.0,0,0,8.6625,S,Mr,y
726,1,2,female,30.0,3,0,21.0,S,Mrs,n
727,1,3,female,21.774238095238097,0,0,7.7375,Q,Miss,y
728,0,2,male,25.0,1,0,26.0,S,Mr,n
729,0,3,female,25.0,1,0,7.925,S,Miss,n
730,1,1,female,29.0,0,0,211.3375,S,Miss,y
731,0,3,male,11.0,0,0,18.7875,C,Mr,y
732,0,2,male,32.25215146299484,0,0,0.0,S,Mr,y
733,0,2,male,23.0,0,0,13.0,S,Mr,y
734,0,2,male,23.0,0,0,13.0,S,Mr,y
735,0,3,male,28.5,0,0,16.1,S,Mr,y
736,0,3,female,48.0,1,3,34.375,S,Mrs,n
737,1,1,male,35.0,0,0,512.3292,C,Mr,y
738,0,3,male,32.25215146299484,0,0,7.8958,S,Mr,y
739,0,3,male,32.25215146299484,0,0,7.8958,S,Mr,y
740,1,1,male,32.25215146299484,0,0,30.0,S,Mr,y
741,0,1,male,36.0,1,0,78.85,S,Mr,n
742,1,1,female,21.0,2,2,262.375,C,Miss,n
743,0,3,male,24.0,1,0,16.1,S,Mr,n
744,1,3,male,31.0,0,0,7.925,S,Mr,y
745,0,1,male,70.0,1,1,71.0,S,Capt,n
746,0,3,male,16.0,1,1,20.25,S,Mr,n
747,1,2,female,30.0,0,0,13.0,S,Miss,y
748,0,1,male,19.0,1,0,53.1,S,Mr,n
749,0,3,male,31.0,0,0,7.75,Q,Mr,y
750,1,2,female,4.0,1,1,23.0,S,Miss,n
751,1,3,male,6.0,0,1,12.475,S,Master,n
752,0,3,male,33.0,0,0,9.5,S,Mr,y
753,0,3,male,23.0,0,0,7.8958,S,Mr,y
754,1,2,female,48.0,1,2,65.0,S,Mrs,n
755,1,2,male,0.67,1,1,14.5,S,Master,n
756,0,3,male,28.0,0,0,7.7958,S,Mr,y
757,0,2,male,18.0,0,0,11.5,S,Mr,y
758,0,3,male,34.0,0,0,8.05,S,Mr,y
759,1,1,female,33.0,0,0,86.5,S,Countess,y
760,0,3,male,32.25215146299484,0,0,14.5,S,Mr,y
761,0,3,male,41.0,0,0,7.125,S,Mr,y
762,1,3,male,20.0,0,0,7.2292,C,Mr,y
763,1,1,female,36.0,1,2,120.0,S,Mrs,n
764,0,3,male,16.0,0,0,7.775,S,Mr,y
765,1,1,female,51.0,1,0,77.9583,S,Mrs,n
766,0,1,male,43.57142857142857,0,0,39.6,C,Dr,y
767,0,3,female,30.5,0,0,7.75,Q,Miss,y
768,0,3,male,32.25215146299484,1,0,24.15,Q,Mr,n
769,0,3,male,32.0,0,0,8.3625,S,Mr,y
770,0,3,male,24.0,0,0,9.5,S,Mr,y
771,0,3,male,48.0,0,0,7.8542,S,Mr,y
772,0,2,female,57.0,0,0,10.5,S,Mrs,y
773,0,3,male,32.25215146299484,0,0,7.225,C,Mr,y
774,1,2,female,54.0,1,3,23.0,S,Mrs,n
775,0,3,male,18.0,0,0,7.75,S,Mr,y
776,0,3,male,32.25215146299484,0,0,7.75,Q,Mr,y
777,1,3,female,5.0,0,0,12.475,S,Miss,y
778,0,3,male,32.25215146299484,0,0,7.7375,Q,Mr,y
779,1,1,female,43.0,0,1,211.3375,S,Mrs,n
780,1,3,female,13.0,0,0,7.2292,C,Miss,y
781,1,1,female,17.0,1,0,57.0,S,Mrs,n
782,0,1,male,29.0,0,0,30.0,S,Mr,y
783,0,3,male,32.25215146299484,1,2,23.45,S,Mr,n
784,0,3,male,25.0,0,0,7.05,S,Mr,y
785,0,3,male,25.0,0,0,7.25,S,Mr,y
786,1,3,female,18.0,0,0,7.4958,S,Miss,y
787,0,3,male,8.0,4,1,29.125,Q,Master,n
788,1,3,male,1.0,1,2,20.575,S,Master,n
789,0,1,male,46.0,0,0,79.2,C,Mr,y
790,0,3,male,32.25215146299484,0,0,7.75,Q,Mr,y
791,0,2,male,16.0,0,0,26.0,S,Mr,y
792,0,3,female,21.774238095238097,8,2,69.55,S,Miss,n
793,0,1,male,32.25215146299484,0,0,30.6958,C,Mr,y
794,0,3,male,25.0,0,0,7.8958,S,Mr,y
795,0,2,male,39.0,0,0,13.0,S,Mr,y
796,1,1,female,49.0,0,0,25.9292,S,Dr,y
797,1,3,female,31.0,0,0,8.6833,S,Mrs,y
798,0,3,male,30.0,0,0,7.2292,C,Mr,y
799,0,3,female,30.0,1,1,24.15,S,Mrs,n
800,0,2,male,34.0,0,0,13.0,S,Mr,y
801,1,2,female,31.0,1,1,26.25,S,Mrs,n
802,1,1,male,11.0,1,2,120.0,S,Master,n
803,1,3,male,0.42,0,1,8.5167,C,Master,n
804,1,3,male,27.0,0,0,6.975,S,Mr,y
805,0,3,male,31.0,0,0,7.775,S,Mr,y
806,0,1,male,39.0,0,0,0.0,S,Mr,y
807,0,3,female,18.0,0,0,7.775,S,Miss,y
808,0,2,male,39.0,0,0,13.0,S,Mr,y
809,1,1,female,33.0,1,0,53.1,S,Mrs,n
810,0,3,male,26.0,0,0,7.8875,S,Mr,y
811,0,3,male,39.0,0,0,24.15,S,Mr,y
812,0,2,male,35.0,0,0,10.5,S,Mr,y
813,0,3,female,6.0,4,2,31.275,S,Miss,n
814,0,3,male,30.5,0,0,8.05,S,Mr,y
815,0,1,male,32.25215146299484,0,0,0.0,S,Mr,y
816,0,3,female,23.0,0,0,7.925,S,Miss,y
817,0,2,male,31.0,1,1,37.0042,C,Mr,n
818,0,3,male,43.0,0,0,6.45,S,Mr,y
819,0,3,male,10.0,3,2,27.9,S,Master,n
820,1,1,female,52.0,1,1,93.5,S,Mrs,n
821,1,3,male,27.0,0,0,8.6625,S,Mr,y
822,0,1,male,38.0,0,0,0.0,S,Jonkheer,y
823,1,3,female,27.0,0,1,12.475,S,Mrs,n
824,0,3,male,2.0,4,1,39.6875,S,Master,n
825,0,3,male,32.25215146299484,0,0,6.95,Q,Mr,y
826,0,3,male,32.25215146299484,0,0,56.4958,S,Mr,y
827,1,2,male,1.0,0,2,37.0042,C,Master,n
828,1,3,male,32.25215146299484,0,0,7.75,Q,Mr,y
829,1,1,female,62.0,0,0,80.0,unknown,Mrs,y
830,1,3,female,15.0,1,0,14.4542,C,Mrs,n
831,1,2,male,0.83,1,1,18.75,S,Master,n
832,0,3,male,32.25215146299484,0,0,7.2292,C,Mr,y
833,0,3,male,23.0,0,0,7.8542,S,Mr,y
834,0,3,male,18.0,0,0,8.3,S,Mr,y
835,1,1,female,39.0,1,1,83.1583,C,Miss,n
836,0,3,male,21.0,0,0,8.6625,S,Mr,y
837,0,3,male,32.25215146299484,0,0,8.05,S,Mr,y
838,1,3,male,32.0,0,0,56.4958,S,Mr,y
839,1,1,male,32.25215146299484,0,0,29.7,C,Mr,y
840,0,3,male,20.0,0,0,7.925,S,Mr,y
841,0,2,male,16.0,0,0,10.5,S,Mr,y
842,1,1,female,30.0,0,0,31.0,C,Miss,y
843,0,3,male,34.5,0,0,6.4375,C,Mr,y
844,0,3,male,17.0,0,0,8.6625,S,Mr,y
845,0,3,male,42.0,0,0,7.55,S,Mr,y
846,0,3,male,32.25215146299484,8,2,69.55,S,Mr,n
847,0,3,male,35.0,0,0,7.8958,C,Mr,y
848,0,2,male,28.0,0,1,33.0,S,Rev,n
849,1,1,female,36.99411764705882,1,0,89.1042,C,Mrs,n
850,0,3,male,4.0,4,2,31.275,S,Master,n
851,0,3,male,74.0,0,0,7.775,S,Mr,y
852,0,3,female,9.0,1,1,15.2458,C,Miss,n
853,1,1,female,16.0,0,1,39.4,S,Miss,n
854,0,2,female,44.0,1,0,26.0,S,Mrs,n
855,1,3,female,18.0,0,1,9.35,S,Mrs,n
856,1,1,female,45.0,1,1,164.8667,S,Mrs,n
857,1,1,male,51.0,0,0,26.55,S,Mr,y
858,1,3,female,24.0,0,3,19.2583,C,Mrs,n
859,0,3,male,32.25215146299484,0,0,7.2292,C,Mr,y
860,0,3,male,41.0,2,0,14.1083,S,Mr,n
861,0,2,male,21.0,1,0,11.5,S,Mr,n
862,1,1,female,48.0,0,0,25.9292,S,Mrs,y
863,0,3,female,21.774238095238097,8,2,69.55,S,Miss,n
864,0,2,male,24.0,0,0,13.0,S,Mr,y
865,1,2,female,42.0,0,0,13.0,S,Mrs,y
866,1,2,female,27.0,1,0,13.8583,C,Miss,n
867,0,1,male,31.0,0,0,50.4958,S,Mr,y
868,0,3,male,32.25215146299484,0,0,9.5,S,Mr,y
869,1,3,male,4.0,1,1,11.1333,S,Master,n
870,0,3,male,26.0,0,0,7.8958,S,Mr,y
871,1,1,female,47.0,1,1,52.5542,S,Mrs,n
872,0,1,male,33.0,0,0,5.0,S,Mr,y
873,0,3,male,47.0,0,0,9.0,S,Mr,y
874,1,2,female,28.0,1,0,24.0,C,Mrs,n
875,1,3,female,15.0,0,0,7.225,C,Miss,y
876,0,3,male,20.0,0,0,9.8458,S,Mr,y
877,0,3,male,19.0,0,0,7.8958,S,Mr,y
878,0,3,male,32.25215146299484,0,0,7.8958,S,Mr,y
879,1,1,female,56.0,0,1,83.1583,C,Mrs,n
880,1,2,female,25.0,0,1,26.0,S,Mrs,n
881,0,3,male,33.0,0,0,7.8958,S,Mr,y
882,0,3,female,22.0,0,0,10.5167,S,Miss,y
883,0,2,male,28.0,0,0,10.5,S,Mr,y
884,0,3,male,25.0,0,0,7.05,S,Mr,y
885,0,3,female,39.0,0,5,29.125,Q,Mrs,n
886,0,2,male,27.0,0,0,13.0,S,Rev,y
887,1,1,female,19.0,0,0,30.0,S,Miss,y
888,0,3,female,21.774238095238097,1,2,23.45,S,Miss,n
889,1,1,male,26.0,0,0,30.0,C,Mr,y
890,0,3,male,32.0,0,0,7.75,Q,Mr,y
